user_id,months_since_joined,num_service_plans,total_spent,total_data_usage,total_call_minutes,total_sms_used,num_support_tickets,avg_rating,churned
175,38.1,1,85103.76,2.55,0,7,2.0,1.0,1
176,55.29,3,490281.72,0.0,5,5,0.0,0.0,0
177,60.16,3,406745.95999999996,14.08,66,25,1.0,0.0,0
178,43.85,1,124675.1,0.0,0,10,2.0,0.0,0
179,3.91,3,399689.51,0.0,32,0,2.0,2.5,0
180,44.77,2,216033.41999999998,1.13,43,0,0.0,0.0,0
181,41.29,1,60579.24,1.71,0,0,2.0,2.0,0
182,48.52,3,362095.86,6.27,31,11,1.0,2.0,0
183,39.97,1,174991.89,0.0,0,0,0.0,0.0,0
184,2.01,3,496696.26,18.689999999999998,43,27,0.0,0.0,0
185,21.37,3,252625.01,2.64,17,29,1.0,0.0,1
186,21.63,1,104207.18,7.99,22,38,0.0,0.0,0
187,9.86,1,120955.61,0.0,0,0,0.0,0.0,0
188,5.95,3,324871.33,8.81,65,77,1.0,3.0,0
189,12.29,2,221604.39,7.95,0,33,0.0,0.0,1
190,22.22,1,115830.99,1.03,0,13,1.0,5.0,0
191,27.61,1,158709.45,8.5,39,0,0.0,0.0,0
192,33.79,3,367437.47,10.44,17,77,1.0,2.0,0
193,61.6,1,70397.16,3.89,37,0,0.0,0.0,0
194,36.23,2,228210.28,4.57,65,13,2.0,1.5,0
195,22.91,3,374341.66,0.0,31,62,2.0,0.0,0
196,55.85,3,394769.49,14.33,14,78,0.0,0.0,1
197,0.36,1,183081.43,3.65,32,0,0.0,0.0,0
198,26.1,2,304430.16,7.73,27,42,0.0,0.0,1
199,4.9,2,265707.41,8.59,23,44,2.0,2.5,0
200,43.52,3,367729.38,8.73,88,31,0.0,0.0,0
201,9.4,1,142334.59,0.0,17,2,0.0,0.0,0
202,57.96,3,274653.85000000003,7.04,53,19,1.0,0.0,0
203,34.12,3,330309.08999999997,16.060000000000002,0,51,2.0,1.5,1
204,22.85,2,217453.86,8.44,17,0,1.0,1.0,0
205,33.83,2,342922.02,0.0,0,44,0.0,0.0,0
206,64.23,2,164155.28,10.15,35,48,0.0,0.0,0
207,47.3,2,271773.43,3.09,69,0,2.0,4.5,0
208,18.47,1,105005.47,6.86,49,22,2.0,1.5,0
209,47.21,1,121682.48,5.71,39,0,0.0,0.0,0
210,47.83,3,452185.31,9.49,0,30,0.0,0.0,0
211,4.24,2,286863.9,9.58,0,0,0.0,0.0,0
212,23.8,2,269019.23,6.79,18,37,1.0,0.0,0
213,21.04,1,99796.83,0.0,0,0,2.0,3.0,0
214,4.73,3,294681.7,17.810000000000002,15,22,0.0,0.0,0
215,1.55,1,69996.71,3.43,0,0,1.0,3.0,1
216,24.52,2,173521.2,8.15,0,0,0.0,0.0,1
217,19.99,2,255077.38999999998,0.0,60,15,1.0,4.0,0
218,33.53,2,201973.13,6.18,42,50,1.0,0.0,0
219,47.5,1,189109.91,1.62,46,0,2.0,0.0,0
220,20.74,2,112093.16,0.18,0,44,1.0,0.0,0
221,8.94,3,490441.16000000003,0.0,59,88,0.0,0.0,0
222,26.46,2,145070.79,3.06,44,39,0.0,0.0,0
223,21.07,3,280346.20999999996,0.6,61,68,1.0,3.0,0
224,22.81,1,165894.23,7.13,15,0,2.0,2.5,0
225,2.7,3,359896.78,15.53,47,15,0.0,0.0,0
226,10.22,2,262130.65000000002,8.04,0,22,0.0,0.0,1
227,61.77,1,133417.33,7.11,0,2,0.0,0.0,0
228,19.0,2,251750.36,5.01,11,0,1.0,0.0,0
229,51.97,3,255411.31,14.78,70,23,0.0,0.0,0
230,56.64,2,338895.06999999995,0.0,37,33,2.0,1.5,0
231,2.66,2,358330.12,12.69,2,1,0.0,0.0,0
232,52.1,3,325202.6,18.770000000000003,52,0,1.0,0.0,0
233,16.17,1,174949.27,8.59,8,0,2.0,1.5,0
234,22.55,2,276353.68,1.4,59,21,0.0,0.0,0
235,4.83,3,337995.11,6.55,121,39,0.0,0.0,0
236,47.96,3,404662.85,14.04,47,35,2.0,0.0,0
237,7.92,3,417995.59,0.0,77,0,1.0,2.0,0
238,49.38,1,64336.63,8.14,0,0,1.0,4.0,0
239,40.6,3,345902.21,0.48,27,66,0.0,0.0,0
240,57.26,2,173400.88,8.219999999999999,4,23,2.0,2.5,0
241,4.6,1,183865.86,0.0,0,0,0.0,0.0,0
242,0.23,3,303137.97,17.61,23,80,2.0,2.5,0
243,63.41,3,416399.94,7.99,70,0,0.0,0.0,0
244,55.23,2,283447.67,12.42,24,0,0.0,0.0,0
245,31.26,2,138201.33000000002,18.16,19,10,0.0,0.0,1
246,46.45,1,150003.58,6.94,0,21,1.0,0.0,0
247,30.11,1,115788.14,0.0,0,0,0.0,0.0,0
248,3.39,2,211142.76,0.0,0,0,0.0,0.0,0
249,39.68,2,192041.11,0.0,65,0,2.0,2.5,0
250,0.23,3,380506.68,18.009999999999998,28,29,0.0,0.0,0
251,16.47,3,357620.86,7.94,0,19,1.0,0.0,0
252,26.43,3,369991.06999999995,9.61,16,26,0.0,0.0,1
253,3.06,1,63597.9,0.0,39,33,1.0,3.0,0
254,14.33,1,158527.44,0.0,10,0,2.0,2.5,0
255,51.81,2,235087.2,7.09,51,0,2.0,2.0,0
256,28.17,1,63627.04,1.24,0,0,1.0,0.0,0
257,15.91,1,87363.89,0.0,30,2,2.0,1.0,0
258,50.69,2,265041.99,4.57,0,22,0.0,0.0,0
259,4.27,1,155804.87,0.0,41,0,1.0,0.0,0
260,42.5,3,335856.42,13.68,0,27,1.0,0.0,0
261,5.26,1,184316.42,0.31,25,0,0.0,0.0,1
262,14.63,2,147337.56,0.0,8,49,1.0,0.0,0
263,54.4,1,60913.96,0.0,10,27,2.0,0.5,1
264,12.85,2,280239.88,7.6,11,28,0.0,0.0,0
265,37.94,1,176827.67,0.92,0,39,1.0,0.0,0
266,55.46,3,225261.56,9.420000000000002,32,19,1.0,0.0,0
267,12.1,2,206405.18,0.0,22,0,2.0,3.0,0
268,35.34,2,186369.13,6.13,42,0,2.0,2.0,1
269,59.34,2,239778.94999999998,5.52,36,0,0.0,0.0,0
270,45.53,3,418985.06999999995,10.120000000000001,17,39,1.0,1.0,0
271,61.31,3,408076.19,14.16,26,39,1.0,0.0,0
272,20.74,2,137028.34,6.65,0,55,0.0,0.0,0
273,33.23,2,296636.07,0.0,41,0,0.0,0.0,1
274,63.15,2,236718.74,0.0,46,12,0.0,0.0,0
275,8.32,2,311277.87,0.0,18,48,0.0,0.0,0
276,36.82,1,81041.36,6.65,0,43,0.0,0.0,0
277,8.45,1,175684.3,5.47,0,16,0.0,0.0,1
278,54.96,1,172570.12,0.0,0,0,1.0,0.0,1
279,56.02,1,182850.61,2.93,25,0,0.0,0.0,0
280,20.91,3,495165.11,9.47,56,0,0.0,0.0,0
281,26.86,1,164708.71,6.01,0,25,0.0,0.0,0
282,14.23,2,213153.29,7.17,5,60,2.0,1.0,0
283,26.59,2,367326.78,9.56,50,0,1.0,0.0,0
284,18.15,2,260616.53999999998,4.24,33,50,0.0,0.0,0
285,27.51,1,139658.73,8.78,0,0,0.0,0.0,0
286,13.12,2,265137.66000000003,0.0,49,20,2.0,2.5,0
287,13.74,1,121884.38,6.16,22,11,0.0,0.0,0
288,12.2,3,335344.04,3.97,17,51,1.0,3.0,0
289,53.48,1,85130.14,0.0,0,0,2.0,3.5,1
290,56.21,1,125328.73,0.0,17,48,1.0,4.0,0
291,52.96,3,421066.09,2.1,35,41,2.0,1.0,0
292,28.63,2,296648.88,0.0,0,50,2.0,3.5,0
293,52.86,2,314403.1,0.0,20,36,2.0,0.0,0
294,44.87,3,358043.35,13.399999999999999,40,29,1.0,3.0,1
295,51.22,2,275189.34,6.81,0,61,1.0,0.0,0
296,56.74,2,188645.09999999998,0.18,0,0,0.0,0.0,0
297,42.11,3,328306.89,13.35,0,43,0.0,0.0,0
298,28.5,3,408037.08999999997,7.05,21,32,0.0,0.0,0
299,25.18,3,246121.27000000002,1.31,77,47,0.0,0.0,0
300,23.41,3,404204.44,13.08,0,43,0.0,0.0,0
301,26.86,1,120831.45,0.0,33,0,0.0,0.0,0
302,56.08,3,355270.75,2.53,7,53,0.0,0.0,0
303,33.17,2,274432.37,6.36,31,53,0.0,0.0,0
304,10.45,1,119923.49,0.0,0,0,0.0,0.0,0
305,47.17,3,440597.97,21.259999999999998,26,50,2.0,3.5,0
306,28.73,1,147092.87,0.0,0,14,0.0,0.0,0
307,8.91,1,89040.85,9.31,43,44,2.0,2.5,0
308,18.18,3,374244.76,3.03,30,31,2.0,0.0,0
309,3.58,2,269710.49,0.0,45,0,0.0,0.0,0
310,21.56,3,377119.33,11.98,72,49,1.0,4.0,0
311,43.59,3,314295.83,15.04,22,0,2.0,4.0,0
312,40.57,1,142361.85,0.71,0,0,0.0,0.0,0
313,6.94,2,238938.71,2.3,82,0,2.0,3.0,0
314,15.15,2,216134.2,9.49,0,16,2.0,0.5,0
315,38.95,2,325473.94,9.75,25,0,0.0,0.0,0
316,57.2,2,156693.05,5.52,49,0,0.0,0.0,0
317,28.01,2,329660.28,7.33,29,60,0.0,0.0,0
318,2.01,3,301641.58,8.7,17,64,2.0,0.0,0
319,28.63,1,146057.17,0.0,0,16,2.0,1.5,0
320,14.0,2,211850.57,0.0,35,0,2.0,4.0,0
321,18.21,2,248128.26,5.78,0,18,1.0,0.0,1
322,58.71,1,140673.02,6.14,0,16,0.0,0.0,0
323,46.29,2,342512.45999999996,6.92,0,17,1.0,4.0,1
324,38.26,2,194850.84999999998,4.58,57,23,0.0,0.0,0
325,53.68,1,138374.89,1.46,0,25,2.0,1.0,1
326,27.58,1,106270.81,0.0,22,21,0.0,0.0,0
327,49.38,2,346985.89,0.0,0,0,0.0,0.0,0
328,18.7,3,351559.93,0.0,26,0,1.0,0.0,0
329,60.26,1,178677.87,0.0,0,6,0.0,0.0,0
330,20.97,2,274570.74,9.98,16,10,0.0,0.0,0
331,0.59,3,318706.31,3.25,6,68,0.0,0.0,1
332,46.15,2,249190.15,0.34,0,32,0.0,0.0,0
333,42.57,2,237269.09999999998,0.0,0,0,0.0,0.0,0
334,59.53,1,120401.4,7.09,0,0,0.0,0.0,0
335,13.02,2,314229.74,6.79,0,18,0.0,0.0,1
336,24.33,3,411609.95999999996,0.0,62,43,0.0,0.0,0
337,43.16,3,380023.25,0.0,35,0,0.0,0.0,0
338,20.09,2,192279.46000000002,3.5,0,21,2.0,2.5,0
339,16.67,3,430774.9,9.27,38,39,0.0,0.0,0
340,64.27,2,309720.89,14.07,14,47,1.0,0.0,0
341,38.95,1,106938.32,0.0,0,45,0.0,0.0,0
342,15.65,3,362809.52,0.0,73,0,0.0,0.0,0
343,62.85,1,85903.36,0.0,32,29,2.0,0.5,0
344,55.56,1,85307.51,0.0,0,32,2.0,0.0,0
345,19.66,3,429561.99,2.03,51,44,2.0,0.5,0
346,16.83,3,403955.14,10.02,55,34,0.0,0.0,0
347,15.25,3,354452.23,16.549999999999997,44,10,1.0,0.0,0
348,44.08,3,407321.04,15.74,0,26,1.0,4.0,0
349,4.67,3,451832.03,17.1,0,37,2.0,1.5,0
350,54.17,2,316551.85,18.369999999999997,64,3,2.0,1.0,0
351,1.78,3,364293.76,17.58,35,48,0.0,0.0,0
352,14.14,1,125485.23,0.0,17,0,0.0,0.0,0
353,12.03,2,262797.20999999996,0.0,43,37,1.0,3.0,0
354,3.75,2,210587.83,0.0,27,84,0.0,0.0,0
355,22.12,3,393865.0,16.96,43,33,2.0,1.0,0
356,18.64,3,262947.6,15.83,38,70,2.0,1.0,0
357,26.86,2,247760.71,6.19,65,10,2.0,2.5,0
358,52.2,1,142996.22,3.81,3,26,2.0,0.0,1
359,38.0,2,145990.69,0.0,90,20,1.0,0.0,0
360,49.41,2,110530.36,9.799999999999999,53,27,0.0,0.0,0
361,52.33,1,63301.57,8.15,0,0,0.0,0.0,0
362,45.13,1,89835.49,0.0,0,0,2.0,1.0,0
363,22.95,2,218465.21,11.59,74,48,2.0,1.0,0
364,33.17,1,181330.63,7.83,30,20,0.0,0.0,0
365,7.0,1,116889.76,0.92,0,0,0.0,0.0,0
366,2.6,1,65057.59,0.0,0,35,0.0,0.0,0
367,42.6,1,139844.89,0.0,0,0,1.0,0.0,0
368,53.06,1,181880.45,0.0,0,11,0.0,0.0,0
369,38.1,3,362162.03,8.46,0,44,0.0,0.0,0
370,28.24,1,106466.45,0.0,47,10,2.0,2.0,0
371,15.71,2,176083.96,10.62,40,7,0.0,0.0,0
372,34.62,3,334216.77,4.18,53,36,0.0,0.0,0
373,41.81,3,407660.27,13.93,13,34,0.0,0.0,0
374,39.02,3,422867.13,2.21,35,85,2.0,2.0,0
375,5.59,1,128895.11,0.0,14,24,0.0,0.0,0
376,33.2,2,380847.87,9.46,46,0,0.0,0.0,0
377,23.6,3,340273.51,8.23,79,34,0.0,0.0,0
378,36.42,3,418818.04,8.280000000000001,30,32,0.0,0.0,0
379,14.04,3,329234.77,4.41,0,78,2.0,1.5,0
380,52.56,3,282414.55,4.87,2,37,0.0,0.0,0
381,19.0,1,102845.37,0.0,0,12,0.0,0.0,0
382,14.96,3,337080.94999999995,7.15,51,11,2.0,2.0,0
383,60.39,3,220165.84,8.81,11,45,1.0,4.0,0
384,40.57,1,164953.34,0.0,42,26,0.0,0.0,0
385,7.46,1,183347.07,0.0,0,0,0.0,0.0,0
386,58.05,1,122436.0,0.0,12,22,0.0,0.0,0
387,56.21,1,179500.96,0.0,31,0,1.0,2.0,0
388,19.1,3,323009.01,8.36,70,72,0.0,0.0,1
389,15.48,3,403256.95999999996,2.9,30,24,1.0,0.0,0
390,4.54,2,216073.45,8.67,44,0,2.0,2.5,0
391,34.88,2,156380.58000000002,1.97,0,0,0.0,0.0,1
392,18.67,2,118793.89,0.07,8,18,0.0,0.0,0
393,57.66,3,281660.89,8.86,35,62,0.0,0.0,0
394,57.46,2,294955.85,0.0,0,0,0.0,0.0,0
395,1.64,1,191830.48,0.0,11,3,0.0,0.0,0
396,21.89,3,365774.43000000005,15.39,0,0,1.0,0.0,0
397,48.55,3,432200.42000000004,20.17,41,0,0.0,0.0,1
398,28.11,2,219064.74,10.65,0,67,0.0,0.0,0
399,25.64,1,68158.67,3.44,35,0,0.0,0.0,1
400,21.89,2,312559.55,0.73,71,6,0.0,0.0,0
401,27.09,3,354970.20999999996,3.05,0,21,0.0,0.0,1
402,1.97,3,247717.97999999998,0.0,39,9,1.0,0.0,0
403,45.2,3,346675.58999999997,12.45,15,8,0.0,0.0,0
404,27.61,3,411934.02,6.54,68,0,0.0,0.0,0
405,32.18,2,300699.31,0.0,33,28,1.0,0.0,0
406,11.57,2,229845.92,7.72,7,10,2.0,1.0,1
407,6.11,1,71788.68,7.09,0,0,0.0,0.0,0
408,7.17,2,304551.35,9.5,0,48,0.0,0.0,0
409,3.88,1,86581.7,1.17,40,0,0.0,0.0,0
410,50.26,3,268990.73,7.699999999999999,59,28,0.0,0.0,0
411,40.8,3,401192.55,10.7,0,15,2.0,2.0,0
412,43.95,2,266218.94,7.34,0,0,0.0,0.0,0
413,13.51,3,338449.17,6.16,79,50,0.0,0.0,0
414,50.07,1,116239.78,5.68,0,37,1.0,2.0,0
415,5.65,2,222925.12,0.0,0,37,2.0,1.0,1
416,5.29,1,186284.71,6.52,0,0,0.0,0.0,0
417,13.35,2,275283.29000000004,4.38,85,0,0.0,0.0,0
418,23.08,2,190566.14,0.0,22,57,2.0,1.5,0
419,28.63,1,174208.31,2.76,10,43,2.0,0.0,1
420,18.47,3,323137.33999999997,6.5,0,18,0.0,0.0,0
421,63.97,3,465642.14,0.0,25,20,2.0,0.0,0
422,21.43,3,264292.54000000004,11.02,56,34,1.0,3.0,0
423,63.31,3,343100.21,4.98,46,62,0.0,0.0,0
424,58.45,3,434521.14,13.379999999999999,61,87,1.0,0.0,0
425,17.09,1,73103.31,0.0,48,28,0.0,0.0,0
426,45.0,1,50110.46,2.47,0,0,1.0,0.0,0
427,15.09,2,176026.2,0.0,1,24,2.0,1.0,0
428,58.97,1,108343.38,0.0,0,0,0.0,0.0,0
429,39.41,3,447225.6,7.95,42,38,1.0,5.0,0
430,43.56,1,97178.46,0.0,3,22,2.0,2.0,0
431,21.24,3,454650.12,2.23,10,21,0.0,0.0,0
432,22.72,2,192576.52,0.0,11,3,0.0,0.0,0
433,63.64,1,185796.85,6.65,48,20,0.0,0.0,0
434,11.47,1,184231.0,0.0,7,25,0.0,0.0,0
435,38.72,1,58623.79,0.0,12,17,2.0,2.0,1
436,7.2,2,331794.63,8.57,10,11,2.0,1.5,0
437,60.26,2,276972.45,0.59,0,21,2.0,0.0,0
438,4.31,2,190120.13,8.34,3,38,1.0,0.0,0
